Period,Store No,Store Name,Store Full,SOS,Pre-Bump %,Adoption %,Make Ahead %,Waste %,Checks Passed,Checks Total,Adherence %,SOS Pass,Adoption Pass,Make Ahead Pass,Waste Pass,Pre-Bump Pass
P3W3,2602,Doral-NW 58th St.,2602-FL-Doral-NW 58th St.,8.55,0.0,100.0,0.0,6.85071574642127,4,5,80.0,True,True,True,False,True
P3W3,2627,Hialeah-Hialeah Dr.,2627-FL-Hialeah-Hialeah Dr.,11.183333333333334,0.581395348837209,98.6486486486487,0.0,0.827498408656906,4,5,80.0,False,True,True,True,True
P3W3,2696,West Palm Beach-Okeechobee Blv,2696-FL-West Palm Beach-Okeechobee Blvd,10.816666666666666,0.0,75.0,4.91452991452991,,2,4,50.0,False,False,True,,True
P3W3,2766,Miami-Bird Rd.,2766-FL-Miami-Bird Rd.,8.25,0.0,100.0,0.601926163723917,0.962463907603465,5,5,100.0,True,True,True,True,True
P3W3,2885,Lantana-W. Lantana Rd,2885-FL-Lantana-W. Lantana Rd,8.283333333333333,0.0,94.1176470588235,2.49839846252402,,4,4,100.0,True,True,True,,True
P3W3,2890,Miami-NW 199th St.,2890-FL-Miami-NW 199th St.,10.466666666666667,0.641025641025641,93.3333333333333,0.0,,3,4,75.0,False,True,True,,True
P3W3,2893,Miami-NE Miami Ct. - GK,2893-FL-Miami-NE Miami Ct. - GK,13.433333333333334,2.66666666666667,100.0,0.0,,2,4,50.0,False,True,True,,False
P3W3,2974,Delray Beach-Linton Blvd,2974-FL-Delray Beach-Linton Blvd,12.483333333333333,0.0,88.0952380952381,0.0,0.0,4,5,80.0,False,True,True,True,True
P3W3,2976,Weston-Indian Trace,2976-FL-Weston-Indian Trace,9.616666666666667,0.72992700729927,67.44186046511629,0.0,18.0426098535286,3,5,60.0,True,False,True,False,True
P3W3,3013,Miami-Quail Roost Dr,3013-FL-Miami-Quail Roost Dr,10.55,0.0,98.2456140350877,15.825169555388099,1.78677784395474,3,5,60.0,False,True,False,True,True
